INT	INT	STRING	STRING	STRING	STRING	STRING	INT
739	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“粒子束武器”是指什么武器?	微波武器	激光武器	X射线激光武器 	次声武器 	3
740	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国第七舰队主要驻扎在哪里?	大西洋	地中海	西太平洋 	东太平洋	3
741	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G二战时，曰本偷袭美国珍珠港是在哪一年?	1939.12	1940.12	1941.12	1942.12	3
742	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国古代“三十六计”中第36计是：	美人计	空城计	走为上计	反间计 	3
743	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列将军中哪一位不是大将?	徐海东	肖劲光	谭震林	许光达	3
744	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G新中国哪一年开始进行军衔授勋?	1952	1954	1955	1962	3
745	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一个城市是在1949年10月建国后才解放的?	南京	上海	广州 	长沙	3
746	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代军事家曹操是哪个时期的人物?	西汉	西晋	东汉 	东晋	3
747	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G信号弹白天也可以发射，只是要用什么样的信号颜色?	黄色	白色	红色 	绿色	3
748	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一种是舰艇装备最广泛的主力战舰?	驱逐舰 	巡洋舰 	护卫舰	战列舰	3
749	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G按吨位分，多少吨位才可算是大型航空母舰?	三万吨	四万吨	六万吨	八万吨	3
750	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G防弹衣是由什么材料制成的?	铅镍合金	镍合金钢	陶瓷玻璃钢 	钨合金钢	3
751	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国军队中一个步兵连辖3-4个排，大约有多少人?	70-80 	120-150 	90-120 	300-400 	3
752	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国担负着北京的警卫和守备勤务的军队组织称为：	警备区 	要塞区 	戒备区 	卫戍区	4
753	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪种奖章是授予抗日战争期间的有功人员的?	解放奖章 	独立功勋奖章	八一奖章	独立自由奖章	4
754	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G成语“闻鸡起舞”“中流击楫”是出自哪们古代将领的故事	岳飞	戚继光	郑成功	祖逖	4
755	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G左轮手枪一共可装几颗子弹?	5颗 	7颗 	8颗	6颗	4
756	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G目前世界纪元(公元前后的划分)的方法是以什么为标准：	伊斯兰教	佛教	犹太教	耶稣基督教 	4
757	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列世界奇迹哪个位于伊拉克?	金字塔 	宙斯神像 	太阳神像 	空中花园	4
758	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第一次世界大战开始的时间是：	1910	1941	1939	1914	4
759	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪个尊称是对古代太子的尊称：	陛下 	阁下	足下	殿下	4
760	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列四个著名代号哪个是二战时曰本偷袭珍珠港的代号：	巴巴罗沙	霸王	宝石 	托拉	4
761	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国第一任总统是谁?	林肯	罗斯福	杜鲁门 	华盛顿 	4
762	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“人不可有傲气，但不可无傲骨”是谁的座右铭?	孙中山	李大钊 	周恩来 	徐悲鸿 	4
763	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G有“世界船王”之称的海外炎黄子孙是指：	王安	王贞治	霍英东	包玉刚	4
764	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第二次世界大战是哪一年爆发的?	1936	1938	1939	1940	3
765	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G著名史书《史记》是属于哪一类历史?	野史	杂史	正史	稗史 	3
766	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G史书《资治通鉴》是属于哪一类体例的历史?	纪传体	纪事本末体	编年体 	断代体	3
767	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G著名古迹“秦始皇兵马俑”位于我国哪个省份：	山西	四川	陕西	甘肃	3
768	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国是在哪个时期进入奴隶社会的?	商	西周	夏	东周	3
769	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列古都哪个被称为“六朝古都”：	开封	西安	南京	洛阳	3
770	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列农民起义哪次是洪秀全领导的：	大泽乡起义	黄巾起义	金田起义 	赤眉起义	3
771	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国封建王朝正统皇帝大约有多少人?	约300人 	约200人 	约500人 	约5000人 	3
772	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列历史上的大动乱跟吴三桂有关：	八王之乱	三藩之乱	七国之乱	安史之乱 	2
773	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列历史上的事变是李世民发动的：	陈桥兵变	玄武门之变 	靖康之变	土木堡之变 	2
774	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为酿酒行业的祖师是谁?	孔子	杜康 	鲁班	柳永	2
775	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“文房四宝”中的毛笔是谁发明的?	乐毅 	蒙恬 	闻仲	吴起	2
776	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国民间“送灶神”时要吃粘牙的甜食，这是为了什么？	灶神喜欢吃甜食	用糖粘住灶神牙	祭祀用品	托灶神送给玉帝	2
777	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G英国最大的岛屿是什么岛？ 	爱尔兰岛	大不列颠岛	马耳他岛	西西里岛	2
778	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G校园歌曲《童年》的词曲作者是谁？ 	黎明	罗大佑	郭富城	温兆伦	2
779	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《黄河大合唱》的作曲者是谁？ 	光未然	冼星海	田汉	胡适	2
780	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G李白笔下的“飞流直下三千尺，疑是银河落九天”指的是哪个风景区？ 	黄山	庐山	泰山	武夷山	2
781	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个国家曾是葡萄牙的殖民地？ 	巴西	阿根廷	智利	南非	1
782	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国水能资源主要分布在哪一区域？ 	西南	东南	华南	中南	1
783	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《悲怆交响曲》的作曲是谁？  	柴可夫斯基	茹科夫斯基	肖邦	莫扎特	1
784	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G目前人类已知的最软的石头是什么？ 	滑石	田黄石	页岩	沉积岩	1
785	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以发射卫星而闻名的甘肃酒泉历史悠久，那酒泉又是因何人得名？ 	霍去病	窦宪	侯君集	李靖	1
786	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国海洋气温最高值出现在几月份？ 	六月	八月	九月	十月	1
787	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《在那遥远的地方》是哪里的民歌？	青海	宁夏	西藏	新疆	1
788	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G音乐城在哪个国家？ 	奥地利	维也纳	意大利	热那亚	1
789	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G黄河在潼关折向东流，又穿行在峡谷中，其中什么景观最有名？ 	龙羊峡	三门峡	青龙峡	小浪底	2
790	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“来龙去脉”的成语产生于什么？ 	祭祀用语	风水迷信用语	奏章用语	不清楚	2
791	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上最好的咖啡产于哪里？ 	加纳	牙买加	哥伦比亚	所罗门群岛	2
792	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪一种维生素经太阳照射后促进钙吸收？ 	维生素A	维生素D	维生素B	维生素E	2
793	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G菊花被称为“花中君子”，请问被称为菊月的月份是几月？ 	八月	九月	十月	五月	2
794	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G近来被人们津津乐道的一种以长度单位为名称的技术叫做什么？ 	微波技术	纳米技术	超声波技术	声纳技术	2
795	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《卡萨布兰卡》成为永远的电影经典，那么这部旷世之作的别名叫什么？	梦断蓝桥	北非谍影	罗马假日	胜利大逃亡	2
796	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“数九”又称“冬九九”，那么中国民间的“冬九九”是从哪一天开始的？ 	大雪	冬至	小雪	霜降	2
797	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早能制造工具的人类被称为什么？ 	智人	能人	猿人	不清楚	2
798	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G周长相等的等边三角形、正方形、圆形，哪一个的面积最大？ 	三角形	圆形	正方形	相等	2
799	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国第一座自行设计、自行建造的核电站是哪一个？	大亚湾	秦山	盐城	大澳	2
800	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G宫殿是各国古代帝王所居住的大型建筑组群，那么世界上最大的宫殿是哪里？ 	卢浮宫	故宫	冬宫	白金汉宫	2
801	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国特大煤田之一，并被称作是“油海上的一只煤船”的煤田是哪里？	准噶尔煤田	神府煤田	六盘水煤田	攀枝花煤矿	1
802	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在西方，中世纪的法国新年是什么时候？ 	四月一日	五月一日	六月一日	七月一日	1
803	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“羌笛何须怨杨柳，春风不度玉门关。”这首诗是出自哪位诗人所作？ 	王之涣	骆宾王	柳永	王维	1
804	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“新郎官”现泛指新婚的男子，那么“新郎官”最早用来指什么？ 	新科进士	新姑爷	当上侍郎的人	中了秀才的人	1
805	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G请问“冰城”是指哪一城市？ 	哈尔滨	长春	漠河	牡丹江	1
806	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在我国古代对银子的称呼中，含银量高的是什么？ 	纹银	足银	官银	火耗银	1
807	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“铁幕”比喻政治上的严密控制和统治。发表著名的“铁幕演说”的是谁？ 	邱吉尔	罗斯福	艾森豪威尔	杜鲁门	1
808	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G泥娃娃“大阿福”这种深受老百姓喜爱的泥人的老家是哪里？	江苏无锡	江苏泰州	江苏常州	江苏扬州	1
809	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G提到钱大家一定会想到银行，请问哪家银行可以直接发行货币？ 	中国银行	中国人民银行	交通银行	工商银行	2
810	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《天仙配》是黄梅戏的代表曲目，那“黄梅戏”是我国哪个省的地方戏？ 	江西	安徽	河南	广东	2
811	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G刘志丹是陕北红军的创始人。以刘志丹命名的志丹县在什么省？	山西	陕西	甘肃	宁夏	2
812	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G海河流域由潮白、蓟运等六大水系组成，由这六大水系组成的海河是什么形状的吗？ 	星形	扇形	网形	三角形	2
813	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《孔雀东南飞》是我国第一首长篇叙事诗。那世界上最长的叙事诗是哪部文学作品？	《敕勒歌》	《格萨尔王传》	《长恨歌》	《凤求凰》	2
814	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上第一部成文宪法是哪一部？ 	《法国宪法》	《美国宪法》	《英国宪法》	《德国宪法》	2
815	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G亚洲有许多湖泊闻名于世，那么世界最深的洼地是哪里？ 	里海	死海	咸海	渤海	2
816	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G请问亚欧大陆桥欧洲的终点站是哪里？ 	阿姆斯特丹	不莱梅	鹿特丹	海牙	3
817	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G西晋结束了三国的分裂局面，重新统一中国。请问西晋的第一代皇帝是谁?	司马师	司马昭	司马炎	司马睿	3
818	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“王”从古至今一直都是对国家最高统治者的称谓。这种称谓是从何时开始兴起的？ 	三皇时期	五帝时期	商朝	夏朝	3
819	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G依据《洛神赋》这一文学名著进行构思创作，绘制出的《洛神赋图》是谁的作品？ 	吴道子	王羲之	顾恺之	欧阳修	3
820	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G羊肉泡馍是我国哪一城市的风味食品？ 	咸阳	武威	西安	张掖	3
821	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G尼姑为汉族人对女性出家人之俗称。那么中国的尼姑最早是什么朝代出现的？ 	西晋	隋朝	南北朝	唐朝	3
822	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在京剧中，饰演性格活泼、开朗的青年女性的应是什么角色？ 	刀马旦	青衣	花旦	小旦	3
823	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G杜甫诗中“群山万壑赴荆门，生长明妃尚有村。”诗中“明妃”指的是谁？ 	杨贵妃	貂蝉	王昭君	赵飞燕	3
824	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G诗人海涅是哪国人？	英国	荷兰	德国	奥地利	3
825	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G坦克是一种被大众所熟知的武器，你知道坦克是哪国发明的吗？ 	德国	美国	英国	法国	3
826	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国古代曾有“半部论语治天下”的说法，那这句话之说由谁而来？ 	徐阶	杜如晦	狄仁杰	赵普	4
827	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G据《梦梁录》记载：“画门神桃符，迎春牌儿”，那文中的“春牌”指的是什么吗？ 	喜	贺	寿	福	4
828	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G手绢是人人不可缺少的卫生用品，那么手绢是由什么演变而来的？ 	衣角	衣袖	围巾	头巾	4
829	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G三峡有著名的景点巫山神女峰，传说中的巫山神女名叫什么？ 	七仙女	何仙姑	精卫	神女瑶姬	4
830	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G彩票在我国发行历史悠久，那么最早的彩票是用在哪方面的？	猜测蹴鞠结果	猜测斗虫结果	猜测赛马结果	猜测科举结果	4
831	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G二战时期，德国海军提出群狼战术的海军元帅是谁？ 	戈林	隆美尔	凯特尔	邓尼茨	4
832	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国国防系统最高学府是哪所大学？	军事科学院	国防科技大学	国防科工委	国防大学	4
833	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“问世间，情是何物，直教生死相许”请问这句话语出哪里？	《蝶恋花》	《浣溪沙》	《如梦令》	《摸鱼儿》	4
834	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G写下“天下第一行书”的《兰亭集序》，并被称为“书圣”的古代书法家是谁？	宋徽宗	黄庭坚	苏轼	王羲之	4
835	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G柳永自称“奉旨填词柳三变”，请问他属于什么派诗人？ 	田园派	边塞诗人	豪放派	婉约派	4
836	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G请问古代名曲《十面埋伏》是什么乐器演奏的？ 	琵琶	古筝	柳琴	箫	1
837	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G东汉杰出的科学家和著名的文学家，被誉光彩夺目的科学和文学的双子星是谁？	张衡	班超	班固	祖冲之	1
838	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“两情若是长久时，又岂在朝朝暮暮”这句话语出自哪位词人？ 	秦观	柳永	杨万里	苏轼	1
839	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《搜神记》是中国文言志怪小说中写作最早、成就最高的一部。成书于哪个朝代？	东晋	西晋	北魏	南梁	1
840	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国国家大剧院最终采用了哪国设计师的方案？ 	法国	德国	瑞士	比利时	1
841	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G秦汉时代，关中土地肥沃，农业发达，请问人们说的“关中”指哪一带？	函谷关以西	嘉峪关以东	娘子关以南	居庸关以南	1
842	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G三八妇女节，是纪念哪国纺织女工罢工？ 	美国	法国	英国	德国	1
843	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一生作品有话剧、戏剧、歌剧部、电影、诗歌，素有“当代关汉卿”之称的是谁？ 	田汉	聂耳	冼星海	马寅初	1
844	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在第二次世界大战中，中途岛战役发生在哪两个国家之间： 	美日	英日	英德	法德	1
845	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“联合国教育、科学及文化组织”是联合国专门机构之一，总部设在哪里？ 	巴黎	洛桑	日内瓦	伦敦	1
846	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G年轮并非树木独有，许多动物也有年轮，请问牛、马的年轮长在哪里？ 	骨髓	牙齿	指骨	尾骨	2
847	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G出身德国平民家庭，父亲是宫廷歌手，被称为“乐圣”的外国音乐家是谁？ 	肖邦	贝多芬	舒伯特	莫扎特	2
848	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G景泰蓝又叫掐丝珐琅，请问景泰蓝是什么地方的特种工艺？ 	景德镇	北京	宜兴	泰州	2
849	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G土耳其是西亚的古老国家之一，其前身是强大的奥斯曼帝国，请问它的首都是哪里？ 	伊斯坦布尔	安卡拉	坎大哈	德黑兰	2
850	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G历史上我国北朝与南朝是相峙并存的。请问隋朝最初取代了哪个王朝？ 	北周	北齐	南陈	南唐	2
851	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G屈原名平，字原，又自云名正则，字灵均，出身贵族。他是春秋战国时代哪国人？ 	赵国	楚国	燕国	齐国	2
852	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G三大战役中，被陈毅元帅称作“人民群众用小车推出来的”是哪个战役？ 	渡江战役	淮海战役	平津战役	辽沈战役	2
853	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G石材种类分为四大类：沉积岩、变质岩、火成岩和人造石。花岗岩属于哪一类岩石？ 	沉积岩	火成岩	变质岩	人造石	2
854	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G漫画《三毛流浪记》这部漫画作品的作者是谁？ 	冰心	张乐平	赵树理	丁玲	2
855	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古人喝酒非常有讲究，爵是一种典礼时用的酒器，爵有几只脚？ 	五只	三只	四只	没有脚	2
856	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“山重水复疑无路，柳暗花明又一村”请问这句诗出自谁之手？ 	辛弃疾	陆游	苏轼	杨万里	2
857	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G请问古代欧洲文明发源于哪种文明？ 	埃及文明	爱琴文明	罗马文明	巴尔干文明	2
858	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国著名作家马克-吐温盛赞夏威夷在地理位置上属于哪个洲？ 	北美洲	大洋洲	太平洋	亚洲	2
859	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G现在美国国旗“星条旗”上有多少颗星？ 	13	50	48	49	2
860	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G北京著名的有一百三十多年历史的烤鸭店的字号是什么？	仿膳	全聚德 	丰泽园	梅园	2
861	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪一种蔬菜具有抵抗肠胃癌的功能？	菜花	豆角	包心菜 	黄瓜	3
862	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G面食文化的发祥地在哪里？	淮河流域 	海河流域 	黄河流域 	辽河流域 	3
863	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G歧山挂面源于哪里：	甘肃	山西	陕西	宁夏	3
864	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“烧杂烩”这道菜的由来与哪一位历史人物有关？	刘邦	陈胜	项羽	黄巢	3
865	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G什么被称为百味之首？	甜	酸	盐 	辣	3
866	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G想降低胆固醇，多吃下面哪一样事物准没错？	黄瓜	番茄	胡萝卜	茄子	3
867	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G据说腊八粥传自哪里？	越南	缅甸	印度 	朝鲜	3
868	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G打卤面是哪里的特色面 	山东	山西	北京	河北	3
869	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G宋代后“北食”的代表是哪一项	京菜	豫菜	晋菜	鲁菜 	4
870	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G玉米的原产地是哪里	非洲	北美	东南亚	拉丁美洲 	4
871	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最先生产方便面的国家是哪里	中国	韩国	泰国	日本	4
872	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G臭豆腐发明于哪个朝代	元朝	北宋	明朝	清代	4
873	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G花椒原产于哪里？ 	斯里兰卡	缅甸	印度 	中国	4
874	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G葡萄酒的酿制大约出现在什么时候？	公元前100年 	公元前600年 	公元前1000年 	公元前6000年 	4
875	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“萨其马”是源自我国哪个民族的食品？	回族	藏族	蒙古族	满族	4
876	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G传说中认为中国的酿酒始于杜康，杜康是哪个朝代的人？	商朝	西周	五帝时期	夏朝 	4
877	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列食物中富含铁的是哪一个？	油菜	荠菜	白菜	菠菜	4
878	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上生产玉米最多的国家是：	墨西哥	中国	俄罗斯	美国	4
879	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G对人体来说安全电压是多少伏？	5	12	24	36	4
880	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪一季节最不宜发哮喘？	冬	春	秋	夏	4
881	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G晨雾中较高的含有哪种元素不利人体健康？	钙	铁	锌	铅	4
882	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G吸烟有害，烟草中毒性最大的物质是：	焦油	一氧化碳	二氧化碳	烟碱	4
883	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中药不可用什么煎：	磁器	陶器	铜锅	铁锅	4
884	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G衣服上沾上血迹用什么洗为宜？	沸水	热水	温水	冷水	4
885	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“好来宝”是哪个民族的即兴诗：	维吾尔族	回族	满族	蒙古族	4
886	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国的第一部电影是京剧：	《茉莉花》 	《神女》	《风云儿女》	《定军山》 	4
887	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《尼罗河上的惨案》是谁的作品？	阿加莎 	果戈里	马克吐温	托尔斯泰	1
888	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个不是著名的四大名旦：	梅兰芳	程砚秋	尚小云	谭鑫培	4
889	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下哪一部是汉乐府的代表长诗？	孔雀东南飞 	凤求凰	敕勒歌	木兰辞	1
890	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G长鼓舞是哪个民族的民间舞蹈？	黎族 	壮族	傣族	白族	1
891	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G京剧《群英会》中“周瑜”的行当是：	小生 	老生	武生	净	1
892	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国最大的戏楼在：	颐和园 	前门	王府井	东四牌楼	1
893	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G成都又被称为：	蓉城	花城	春城	四季城	1
894	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G大雁塔在哪里？	西安	大同	太原	保定	1
895	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国的“五粮液”最早酿造在哪个朝代？	明朝	南宋	元朝	清朝	1
896	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蒙古语中的“库勒”，是什么意思？	湖泊	高山	森林	庙宇	1
897	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G国际自然保护联合会成立于：	1947年	1948年	1950年	1955年	2
898	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G19世纪六七十年代，出兵侵略我国台湾的国家是：	德国	日本	荷兰	英国	2
899	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪一国家最先发行体育邮票？	英国	希腊	瑞士	法国	2
900	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国播种面积最大油料作物分布在：	东北地区	长江流域	黄河流域 	华南地区	2
901	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G天文学是研究什么的科学？	宇宙	天体	空间	星系	2
902	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中秋节吃月饼最初的兴起是由于：	纪念忽必烈称帝	推翻元朝统治	元朝定都北京	朱棣修建北京	2
903	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G韦小宝的七个老婆之中，年纪最小的是：	双儿	沐剑屏	阿珂	建宁公主	2
904	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G白令海峡沟通哪两大洲？	南北美洲	美洲与亚洲	欧洲与非洲	亚洲与非洲	2
905	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人性善恶的讨论由来已久，中国古代提出“人性本善”的是：	荀子	孟子	墨子	韩非子	2
906	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国的海岸线有多少公里？	10000公里	18000公里	20000公里	15000公里	2
907	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G瑞士首都是：	洛桑	苏黎世	日内瓦	米兰	2
908	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G19世纪70年代收复新疆的清军将领是：	盛世才	曾国荃	左宗棠	李鸿章	3
909	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G到成吉思汗死的时候，骑马从蒙古帝国的东端跑到西端，至少需要多长的时间。	五年	两年	一年	半年	3
